utm_source,utm_medium,utm_campaign,utm_adcontent,utm_keyword,device_category,device_os,device_brand,device_screen_resolution,device_browser,geo_country,geo_city,target
RmEBuqrriAfAVsLQQmhk,cpc,VBmazutCflYumtDHrQYe,VBmazutCflYumtDHrQYe,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,320x569,Samsung Internet,Russia,Kazan,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,428x926,Safari,Russia,Moscow,0
QxAxdyPLuQMEcrdZWdWb,cpm,EiQppLFrUZrUsjXVulLg,EiQppLFrUZrUsjXVulLg,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x780,Android Webview,Russia,Saint Petersburg,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,393x851,Chrome,Russia,Saint Petersburg,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Samsung,384x854,YaBrowser,Russia,Balashikha,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,desktop,Windows,other,1536x864,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,360x800,Chrome,Russia,Vidnoye,0
hTjLvqNxGggkGnxSCaTm,stories,QEejXfOCtOMFLZqIPApp,QEejXfOCtOMFLZqIPApp,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x873,Chrome,Russia,Krasnodar,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Russia,Saint Petersburg,0
RmEBuqrriAfAVsLQQmhk,cpc,VBmazutCflYumtDHrQYe,VBmazutCflYumtDHrQYe,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,384x854,Chrome,Russia,Kazan,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Samsung,320x534,Chrome,Russia,Serpukhov,0
RmEBuqrriAfAVsLQQmhk,cpc,VBmazutCflYumtDHrQYe,VBmazutCflYumtDHrQYe,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x915,Chrome,Russia,Moscow,0
jaSOmLICuBzCFqHfBdRg,email,bxOTvPtyGSdUrbwoXCPO,bxOTvPtyGSdUrbwoXCPO,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1536x864,YaBrowser,Russia,Saint Petersburg,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Huawei,360x780,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x869,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,desktop,Windows,other,1536x864,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpv,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,YGYMDHtQgUvxgMZvXaZM,mobile,iOS,Apple,375x667,Chrome,Russia,Saint Petersburg,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,desktop,Windows,other,1920x1080,YaBrowser,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Xiaomi,360x720,Chrome,Russia,Ivanovo,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,428x926,Safari,Russia,Novosibirsk,0
MvfHsxITijuriZxsqZqt,blogger_channel,gVwpGdJDpteNmFIatPTG,gVwpGdJDpteNmFIatPTG,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,414x896,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,393x851,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Huawei,360x771,Chrome,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,360x760,Chrome,Russia,Kazan,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Sochi,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x915,Chrome,Russia,Tikhoretsk,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Samsung,360x800,Chrome,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,iOS,Apple,428x926,YaBrowser,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,iOS,Apple,414x896,YaBrowser,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,320x568,Safari,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Samsung,412x883,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpv,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,YGYMDHtQgUvxgMZvXaZM,mobile,Android,ZTE,360x640,Chrome,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Samsung,360x760,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x786,Chrome,Russia,Novosibirsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,ZTE,320x640,Chrome,Russia,Novosibirsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x915,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,OPPO,360x760,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x915,Chrome,Russia,Rostov-on-Don,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,iOS,Apple,375x667,Safari,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Russia,Chelyabinsk,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,desktop,Windows,other,1600x900,YaBrowser,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,851x393,Chrome,Russia,Moscow,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x915,Chrome,Russia,Krasnodar,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,desktop,Linux,other,450x950,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpv,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,YGYMDHtQgUvxgMZvXaZM,mobile,iOS,Apple,375x812,Safari,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,384x854,Chrome,Russia,Ryazan,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Tula,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,385x854,Chrome,Russia,Krasnodar,0
TTtiRKFZIaQpIWggfCoF,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,414x896,Safari (in-app),Russia,(not set),0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,393x851,Chrome,Russia,Saint Petersburg,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,Android,Samsung,412x915,YaBrowser,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,720x360,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x800,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,414x736,Safari,Russia,Bryansk,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,desktop,Macintosh,other,1920x1080,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,Android,Realme,360x800,YaBrowser,Russia,Saint Petersburg,0
MvfHsxITijuriZxsqZqt,blogger_channel,gVwpGdJDpteNmFIatPTG,gVwpGdJDpteNmFIatPTG,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x780,Chrome,Russia,Ufa,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,414x896,Safari,Russia,Saint Petersburg,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,BQ,377x753,Android Webview,Russia,Novosibirsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x748,Chrome,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,desktop,Windows,other,1280x720,Chrome,Russia,Odintsovo,0
kjsLglQLzykiRbcDiGcD,organic,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,UKNBOHebRIIsQRsjNKay,mobile,Android,Huawei,360x771,Chrome,Russia,Novosibirsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,360x640,Chrome,Russia,Cherepovets,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Samsung,740x360,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,360x800,Chrome,Russia,Voronezh,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x915,Chrome,Russia,Rostov-on-Don,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,360x800,Chrome,Russia,Noginsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Russia,Moscow,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,Android,Nokia,412x732,Chrome,Russia,Kirovsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,OPPO,360x800,Chrome,Russia,Korolyov,0
fgymSoTvjKPEgaIJqsiH,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,ObIWuFTMgFPUHNiFoOwb,desktop,Windows,other,1600x900,Chrome,Russia,Moscow,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,2560x1440,Safari,Russia,Saint Petersburg,0
jaSOmLICuBzCFqHfBdRg,email,bxOTvPtyGSdUrbwoXCPO,bxOTvPtyGSdUrbwoXCPO,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1920x1080,YaBrowser,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,organic,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,UKNBOHebRIIsQRsjNKay,mobile,Android,Nokia,412x732,Chrome,Russia,Dzerzhinsky,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Russia,Saratov,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,desktop,Macintosh,other,1440x900,Chrome,Russia,Gatchina,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,iOS,Apple,390x844,Safari,Russia,Moscow,0
QxAxdyPLuQMEcrdZWdWb,cpm,EiQppLFrUZrUsjXVulLg,EiQppLFrUZrUsjXVulLg,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Android Webview,Russia,Saint Petersburg,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,iOS,Apple,414x896,Safari,Russia,Ivanovo,0
ZpYIoDJMcFzVoPFsHGJL,push,sbJRYgVfvcnqKJNDDYIr,sbJRYgVfvcnqKJNDDYIr,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,320x694,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Samsung,740x360,Samsung Internet,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,desktop,Windows,other,1093x615,YaBrowser,Russia,Domodedovo,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x780,Chrome,Russia,Saint Petersburg,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,iOS,Apple,414x736,Safari,Russia,Novosibirsk,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,desktop,Windows,other,1600x900,Chrome,Russia,(not set),0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,Android,Samsung,384x854,Chrome,Russia,Moscow,0
eLzNJHzPelJpEyBwMrKo,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pucKZkLDtpMDBTobJAJG,tablet,iOS,Apple,834x1112,Safari (in-app),Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,360x800,Chrome,Russia,Moscow,0
RmEBuqrriAfAVsLQQmhk,cpc,VBmazutCflYumtDHrQYe,VBmazutCflYumtDHrQYe,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x780,YaBrowser,Russia,Petrozavodsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x818,Chrome,Russia,Vladivostok,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,Android,Samsung,412x915,Chrome,Russia,Serpukhov,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,800x360,Chrome,Russia,Moscow,0
aXQzDWsJuGXeBXexNHjc,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1366x768,Edge,Russia,Moscow,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,iOS,Apple,375x667,Chrome,Russia,(not set),0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x812,Safari,Russia,Vorkuta,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x851,Chrome,Russia,Krasnoyarsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,393x873,Chrome,Russia,Moscow,0
ISrKoXQCxqqYvAZICvjs,blogger_header,akoPqAqaJrLGbjrrIVPH,akoPqAqaJrLGbjrrIVPH,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x667,Safari (in-app),Russia,Ulan-Ude,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,360x780,Chrome,Russia,Saint Petersburg,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Samsung,385x854,Samsung Internet,Uzbekistan,Tashkent,0
bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,desktop,Windows,other,1920x1080,Chrome,Russia,Saint Petersburg,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,mobile,iOS,Apple,375x812,Safari,Russia,Stavropol,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x667,Safari,Russia,Dolgoprudny,0
QxAxdyPLuQMEcrdZWdWb,cpc,vRLTQQKAsFQMxbcHGPhu,vRLTQQKAsFQMxbcHGPhu,puhZPIYqKXeFPaUviSjo,mobile,Android,LG,412x892,Android Webview,Russia,Lobnya,0
qVXuCoVQtPxcUkAXiXBa,banner,jfLxUKobDdJlutbwyjaU,jfLxUKobDdJlutbwyjaU,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,412x892,Chrome,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Samsung,360x780,Chrome,Russia,Moscow,0
aXQzDWsJuGXeBXexNHjc,referral,LTuZkdKfxRGVceoWkVyg,LTuZkdKfxRGVceoWkVyg,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x667,Safari,Russia,Kazan,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,(not set),360x820,Chrome,Russia,Domodedovo,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,iOS,Apple,375x812,Safari,Russia,Moscow,0
MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,FTjNLDyTrXaWYgZymFkV,pHqgLcdBQPSLcrTpLkdr,mobile,Android,Xiaomi,393x851,Chrome,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,desktop,Windows,other,1280x1024,Edge,Russia,Moscow,0
BHcvLfOaCWvWTykYqHVe,cpc,jvsVVQVKRfBIqBDBuCkq,jvsVVQVKRfBIqBDBuCkq,ZNhSIPchlbnKwZWcsKzz,mobile,Android,Samsung,360x780,Chrome,Russia,Moscow,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,Android,POCO,393x873,Chrome,Russia,Chelyabinsk,0
ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,LEoPHuyFvzoNfnzGgfcd,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,375x667,Safari,Russia,Saint Petersburg,0
kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,XHNUiSKKGTEpSAlaVMFQ,hAmNSZmQkKQKAjZEGlgb,desktop,Windows,other,1920x1080,Chrome,Russia,Moscow,0
